date,month,symbol,calendar_index,holiday_tag,is_trading_day,close,execution_price,action,buy_units,sell_units,open_units,position_state,reason_tag,state_tag,source,source_sheet,source_row,trade_marker_readable,confidence,note
1975-01-01,1975-01,PIONEER,1,,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,3,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-05-22,1975-05,PIONEER,142,,1,1360,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,152,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-05-23,1975-05,PIONEER,143,,1,1310,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,153,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-05-24,1975-05,PIONEER,144,,1,1320,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,154,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-05-25,1975-05,PIONEER,145,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,155,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-05-26,1975-05,PIONEER,146,,1,1280,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,156,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-05-27,1975-05,PIONEER,147,,1,1340,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,157,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-05-28,1975-05,PIONEER,148,,1,1280,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,158,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-05-29,1975-05,PIONEER,149,,1,1270,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,159,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-05-30,1975-05,PIONEER,150,,1,1240,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,160,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-05-31,1975-05,PIONEER,151,,1,1230,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,161,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-01,1975-06,PIONEER,152,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,164,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-02,1975-06,PIONEER,153,,1,1230,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,165,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-03,1975-06,PIONEER,154,,1,1290,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,166,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-04,1975-06,PIONEER,155,,1,1350,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,167,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-05,1975-06,PIONEER,156,,1,1330,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,168,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-06,1975-06,PIONEER,157,,1,1400,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,169,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-07,1975-06,PIONEER,158,,1,1370,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,170,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-08,1975-06,PIONEER,159,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,171,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-09,1975-06,PIONEER,160,,1,1380,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,172,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-10,1975-06,PIONEER,161,,1,1380,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,173,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-11,1975-06,PIONEER,162,,1,1470,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,174,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-12,1975-06,PIONEER,163,,1,1450,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,175,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-13,1975-06,PIONEER,164,,1,1510,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,176,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-14,1975-06,PIONEER,165,,1,1500,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,177,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-15,1975-06,PIONEER,166,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,178,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-16,1975-06,PIONEER,167,,1,1560,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,179,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-17,1975-06,PIONEER,168,,1,1530,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,180,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-18,1975-06,PIONEER,169,,1,1500,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,181,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-19,1975-06,PIONEER,170,,1,1510,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,182,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-20,1975-06,PIONEER,171,,1,1510,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,183,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-21,1975-06,PIONEER,172,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,184,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-22,1975-06,PIONEER,173,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,185,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-23,1975-06,PIONEER,174,,1,1600,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,186,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-24,1975-06,PIONEER,175,,1,1600,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,187,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-25,1975-06,PIONEER,176,,1,1620,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,188,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-26,1975-06,PIONEER,177,,1,1600,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,189,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-27,1975-06,PIONEER,178,,1,1630,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,190,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-28,1975-06,PIONEER,179,,1,1670,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,191,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-29,1975-06,PIONEER,180,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,192,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-06-30,1975-06,PIONEER,181,,1,1660,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,193,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-01,1975-07,PIONEER,182,,1,1640,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,196,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-02,1975-07,PIONEER,183,,1,1640,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,197,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-03,1975-07,PIONEER,184,,1,1690,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,198,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-04,1975-07,PIONEER,185,,1,1660,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,199,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-05,1975-07,PIONEER,186,,1,1670,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,200,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-06,1975-07,PIONEER,187,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,201,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-07,1975-07,PIONEER,188,,1,1620,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,202,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-08,1975-07,PIONEER,189,,1,1620,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,203,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-09,1975-07,PIONEER,190,,1,1660,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,204,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-10,1975-07,PIONEER,191,,1,1610,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,205,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-11,1975-07,PIONEER,192,,1,1570,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,206,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-12,1975-07,PIONEER,193,,1,1570,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,207,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-13,1975-07,PIONEER,194,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,208,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-14,1975-07,PIONEER,195,,1,1590,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,209,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-15,1975-07,PIONEER,196,,1,1640,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,210,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-16,1975-07,PIONEER,197,,1,1640,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,211,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-17,1975-07,PIONEER,198,,1,1580,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,212,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-18,1975-07,PIONEER,199,,1,1520,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,213,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-19,1975-07,PIONEER,200,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,214,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-20,1975-07,PIONEER,201,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,215,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-21,1975-07,PIONEER,202,,1,1510,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,216,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-22,1975-07,PIONEER,203,,1,1520,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,217,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-23,1975-07,PIONEER,204,,1,1510,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,218,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-24,1975-07,PIONEER,205,,1,1470,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,219,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-25,1975-07,PIONEER,206,,1,1480,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,220,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-26,1975-07,PIONEER,207,,1,1480,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,221,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-27,1975-07,PIONEER,208,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,222,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-28,1975-07,PIONEER,209,,1,1470,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,223,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-29,1975-07,PIONEER,210,,1,1520,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,224,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-30,1975-07,PIONEER,211,,1,1490,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,225,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-07-31,1975-07,PIONEER,212,,1,1480,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,226,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-01,1975-08,PIONEER,213,,1,1470,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,229,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-02,1975-08,PIONEER,214,,1,1470,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,230,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-03,1975-08,PIONEER,215,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,231,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-04,1975-08,PIONEER,216,,1,1500,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,232,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-05,1975-08,PIONEER,217,,1,1470,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,233,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-06,1975-08,PIONEER,218,,1,1490,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,234,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-07,1975-08,PIONEER,219,,1,1460,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,235,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-08,1975-08,PIONEER,220,,1,1510,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,236,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-09,1975-08,PIONEER,221,,1,1500,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,237,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-10,1975-08,PIONEER,222,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,238,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-11,1975-08,PIONEER,223,,1,1470,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,239,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-12,1975-08,PIONEER,224,,1,1470,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,240,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-13,1975-08,PIONEER,225,,1,1460,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,241,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-14,1975-08,PIONEER,226,,1,1490,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,242,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-15,1975-08,PIONEER,227,,1,1530,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,243,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-16,1975-08,PIONEER,228,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,244,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-17,1975-08,PIONEER,229,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,245,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-18,1975-08,PIONEER,230,,1,1550,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,246,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-19,1975-08,PIONEER,231,,1,1540,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,247,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-20,1975-08,PIONEER,232,,1,1510,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,248,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-21,1975-08,PIONEER,233,,1,1520,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,249,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-22,1975-08,PIONEER,234,,1,1510,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,250,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-23,1975-08,PIONEER,235,,1,1560,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,251,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-24,1975-08,PIONEER,236,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,252,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-25,1975-08,PIONEER,237,,1,1530,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,253,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-26,1975-08,PIONEER,238,,1,1610,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,254,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-27,1975-08,PIONEER,239,,1,1630,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,255,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-28,1975-08,PIONEER,240,,1,1620,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,256,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-29,1975-08,PIONEER,241,,1,1640,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,257,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-30,1975-08,PIONEER,242,,1,1620,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,258,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-08-31,1975-08,PIONEER,243,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,259,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-01,1975-09,PIONEER,244,,1,1600,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,262,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-02,1975-09,PIONEER,245,,1,1610,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,263,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-03,1975-09,PIONEER,246,,1,1610,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,264,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-04,1975-09,PIONEER,247,,1,1600,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,265,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-05,1975-09,PIONEER,248,,1,1590,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,266,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-06,1975-09,PIONEER,249,,1,1680,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,267,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-07,1975-09,PIONEER,250,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,268,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-08,1975-09,PIONEER,251,,1,1710,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,269,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-09,1975-09,PIONEER,252,,1,1650,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,270,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-10,1975-09,PIONEER,253,,1,1730,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,271,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-11,1975-09,PIONEER,254,,1,1800,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,272,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-12,1975-09,PIONEER,255,,1,1810,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,273,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-13,1975-09,PIONEER,256,,1,1790,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,274,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-14,1975-09,PIONEER,257,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,275,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-15,1975-09,PIONEER,258,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,276,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-16,1975-09,PIONEER,259,,1,1760,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,277,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-17,1975-09,PIONEER,260,,1,1730,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,278,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-18,1975-09,PIONEER,261,,1,1730,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,279,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-19,1975-09,PIONEER,262,,1,1810,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,280,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-20,1975-09,PIONEER,263,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,281,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-21,1975-09,PIONEER,264,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,282,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-22,1975-09,PIONEER,265,,1,1760,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,283,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-23,1975-09,PIONEER,266,,1,1760,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,284,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-24,1975-09,PIONEER,267,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,285,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-25,1975-09,PIONEER,268,,1,1740,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,286,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-26,1975-09,PIONEER,269,除,1,1530,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,287,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-27,1975-09,PIONEER,270,,1,1500,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,288,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-28,1975-09,PIONEER,271,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,289,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-29,1975-09,PIONEER,272,,1,1470,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,290,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-09-30,1975-09,PIONEER,273,,1,1460,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,291,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-01,1975-10,PIONEER,274,,1,1420,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,294,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-02,1975-10,PIONEER,275,,1,1420,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,295,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-03,1975-10,PIONEER,276,,1,1470,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,296,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-04,1975-10,PIONEER,277,,1,1500,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,297,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-05,1975-10,PIONEER,278,日,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,298,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-06,1975-10,PIONEER,279,,1,1470,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,299,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-07,1975-10,PIONEER,280,,1,1480,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,300,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-08,1975-10,PIONEER,281,,1,1470,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,301,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-09,1975-10,PIONEER,282,,1,1500,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,302,0,A_price,Trade markers are not machine-readable in workbook cells; manual confirmation required.
1975-10-10,1975-10,PIONEER,283,假,0,,,,,,,,,,xlsx_price_table_scaffold,股票-价位表+部位记录表,303,0,B_calendar,Trade markers are not machine-readable in workbook cells; manual confirmation required.
